2.03-2.0-0: [16441437, 8095369, 3984916, 1956327, 961496, 472803, 233194, 115119, 56638, 27827, 13729, 6744, 3331, 1636, 701, 301, 132, 57, 23, 10, 4, 1]: WINS 0 TIMES OF 11
2.03-2.0-1: [16463485, 8104703, 3982367, 1956327, 961496, 472803, 233194, 115119, 56638, 27827, 13729, 6744, 3331, 1636, 701, 301, 132, 57, 23, 10, 4, 1]: WINS 0 TIMES OF 11
2.03-2.0-2: [16255038, 8022181, 3961106, 1952069, 961496, 472803, 233194, 115119, 56638, 27827, 13729, 6744, 3331, 1636, 701, 301, 132, 57, 23, 10, 4, 1]: WINS 0 TIMES OF 11
2.03-2.0-3: [16020128, 7903599, 3912946, 1936845, 954316, 472803, 233194, 115119, 56638, 27827, 13729, 6744, 3331, 1636, 701, 301, 132, 57, 23, 10, 4, 1]: WINS 0 TIMES OF 11
2.03-2.0-4: [15820487, 7817197, 3879895, 1919351, 949906, 469695, 231727, 114747, 56456, 27827, 13729, 6744, 3331, 1636, 701, 301, 132, 57, 23, 10, 4, 1]: WINS 0 TIMES OF 11
2.03-2.0-5: [15616871, 7752439, 3845987, 1909797, 943553, 467813, 231228, 114413, 56456, 27827, 13729, 6744, 3331, 1636, 701, 301, 132, 57, 23, 10, 4, 1]: WINS 0 TIMES OF 11
2.03-2.0-6: [15163905, 7530947, 3735601, 1857485, 922696, 458395, 226936, 112583, 55619, 27453, 13609, 6744, 3331, 1636, 701, 301, 132, 57, 23, 10, 4, 1]: WINS 0 TIMES OF 11
2.03-2.0-7: [15163905, 7530947, 3735601, 1857485, 922696, 458395, 226936, 112583, 55619, 27453, 13609, 6744, 3331, 1636, 701, 301, 132, 57, 23, 10, 4, 1]: WINS 0 TIMES OF 11
2.03-2.0-8: [15118378, 7504207, 3735601, 1857485, 922696, 458395, 226936, 112583, 55619, 27453, 13609, 6744, 3331, 1636, 701, 301, 132, 57, 23, 10, 4, 1]: WINS 0 TIMES OF 11
2.03-2.0-9: [15102105, 7504207, 3735601, 1857485, 922696, 458395, 226936, 112583, 55619, 27453, 13609, 6744, 3331, 1636, 701, 301, 132, 57, 23, 10, 4, 1]: WINS 0 TIMES OF 11
2.03-2.0-10: [15058534, 7494093, 3735134, 1854733, 921093, 457868, 226863, 112474, 55619, 27453, 13609, 6744, 3331, 1636, 701, 301, 132, 57, 23, 10, 4, 1]: WINS 0 TIMES OF 11
2.03-2.0-11: [14878172, 7406087, 3689938, 1838713, 913736, 453735, 225206, 111895, 55334, 27453, 13609, 6744, 3331, 1636, 701, 301, 132, 57, 23, 10, 4, 1]: WINS 0 TIMES OF 11
2.03-2.0-12: [14792007, 7378628, 3676309, 1828128, 909983, 453259, 224878, 111813, 55334, 27453, 13609, 6744, 3331, 1636, 701, 301, 132, 57, 23, 10, 4, 1]: WINS 0 TIMES OF 11
2.03-2.0-13: [14819687, 7387046, 3684367, 1834312, 912185, 453794, 225267, 111761, 55334, 27453, 13609, 6744, 3331, 1636, 701, 301, 132, 57, 23, 10, 4, 1]: WINS 0 TIMES OF 11
2.03-2.0-14: [14688151, 7328304, 3656917, 1820545, 907418, 451569, 224348, 111707, 55334, 27453, 13609, 6744, 3331, 1636, 701, 301, 132, 57, 23, 10, 4, 1]: WINS 0 TIMES OF 11
2.03-2.0-15: [14685434, 7331045, 3654439, 1820380, 906967, 451065, 224137, 111535, 55334, 27453, 13609, 6744, 3331, 1636, 701, 301, 132, 57, 23, 10, 4, 1]: WINS 0 TIMES OF 11
